Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Route,Year,Quarter,Month,Month_Name,Day_of_Week,Weather_Severity,Risk_Category,Reliability_Level,Fuel_Cost_Bucket,Shipment_Size,Distance_Category,Expected_Lead_Time_Days,Delay_Days,Delay_Percentage,Delay_Status,SLA_Met,Estimated_Cost_USD,Cost_Per_KM,Cost_Per_Tonne,Carbon_Emission_kg,Emission_Per_Tonne_KM,Risk_Index,Priority_Level,Chokepoint_Route,Route_Disruption_Rate
SC-11033,2024-09-13,Shanghai,Singapore,Air,Electronics,2248.22,117.61,3.6,4.2,Hurricane,0.507,1.63,1,Shanghai -> Singapore,2024,Q3,9,Sep,Friday,5,Medium,Poor,High,Light,Short-Haul,0.93,0.7,75.3,Major Delay,No,16182.09,7.2,137.59,132206.6,500,61.6,High,No,67.7
SC-11034,2024-01-27,Hamburg,Los Angeles,Sea,Automotive,1615.82,319.96,3.84,7.5,Rain,0.634,4.28,1,Hamburg -> Los Angeles,2024,Q1,1,Jan,Saturday,3,High,Poor,High,Medium,Short-Haul,21.79,-17.51,-80.4,On Time,Yes,1788.81,1.11,5.59,4136.0,8,59.0,Medium,Yes,67.1
SC-11035,2024-04-03,Shanghai,Singapore,Rail,Textiles,10596.19,118.61,4.32,5.5,Hurricane,0.596,75.52,1,Shanghai -> Singapore,2024,Q2,4,Apr,Wednesday,5,Medium,Poor,High,Light,Long-Haul,11.54,63.98,554.4,Major Delay,No,10798.55,1.02,91.04,27649.9,22,64.1,High,No,67.7
SC-11036,2024-08-22,Los Angeles,Marseille,Air,Textiles,5428.19,357.12,3.21,3.8,Fog,0.754,1.52,1,Los Angeles -> Marseille,2024,Q3,8,Aug,Thursday,2,Medium,Good,Medium,Heavy,Medium-Haul,0.93,0.59,63.4,Major Delay,No,115235.04,21.23,322.68,969257.6,500,34.6,Low,No,54.2
SC-11037,2025-11-21,Shanghai,Busan,Sea,Electronics,11009.12,436.97,2.04,8.1,Storm,0.602,65.08,1,Shanghai -> Busan,2025,Q4,11,Nov,Friday,4,High,Poor,Low,Heavy,Long-Haul,21.79,43.29,198.7,Major Delay,No,14480.07,1.32,33.14,38485.2,8,68.3,High,No,64.4
SC-11038,2025-08-12,Shanghai,Antwerp,Sea,Pharmaceuticals,1447.67,64.27,4.25,5.8,Fog,0.882,3.5,0,Shanghai -> Antwerp,2025,Q3,8,Aug,Tuesday,2,Medium,Excellent,High,Light,Short-Haul,21.79,-18.29,-83.9,On Time,Yes,331.46,0.23,5.16,744.3,8,38.7,Medium,Yes,61.0
SC-11039,2025-08-24,Los Angeles,Marseille,Rail,Perishables,5071.71,433.43,3.76,3.9,Hurricane,0.621,33.75,1,Los Angeles -> Marseille,2025,Q3,8,Aug,Sunday,5,Medium,Poor,High,Heavy,Medium-Haul,11.54,22.21,192.5,Major Delay,No,18148.6,3.58,41.87,48361.1,22,57.0,Medium,No,54.2
SC-11040,2024-01-22,Antwerp,Busan,Air,Textiles,8322.62,297.19,3.1,1.1,Storm,0.853,1.19,0,Antwerp -> Busan,2024,Q1,1,Jan,Monday,4,Low,Excellent,Medium,Medium,Medium-Haul,0.93,0.26,28.0,Minor Delay,No,145806.9,17.52,490.62,1236699.7,500,32.8,Low,No,58.4
SC-11041,2025-11-19,Los Angeles,Shanghai,Sea,Perishables,11965.49,64.43,3.5,9.0,Clear,0.789,25.07,1,Los Angeles -> Shanghai,2025,Q4,11,Nov,Wednesday,1,High,Good,High,Light,Long-Haul,21.79,3.28,15.1,Minor Delay,No,2601.91,0.22,40.38,6167.5,8,48.3,Medium,No,61.6
SC-11042,2024-10-02,Los Angeles,Dubai,Road,Automotive,5121.91,214.34,4.25,0.4,Rain,0.993,4.28,0,Los Angeles -> Dubai,2024,Q4,10,Oct,Wednesday,3,Low,Excellent,High,Medium,Medium-Haul,9.3,-5.02,-54.0,On Time,Yes,18772.9,3.67,87.58,68065.5,62,19.8,Low,No,66.2
SC-11043,2025-08-13,Los Angeles,Marseille,Rail,Textiles,9575.42,81.27,3.55,8.6,Clear,1.0,9.43,1,Los Angeles -> Marseille,2025,Q3,8,Aug,Wednesday,1,High,Excellent,High,Light,Long-Haul,11.54,-2.11,-18.3,On Time,Yes,6326.72,0.66,77.85,17120.3,22,40.4,Medium,No,54.2
SC-11044,2024-02-11,Rotterdam,Dubai,Air,Textiles,13346.68,350.47,2.42,3.6,Fog,0.935,1.67,0,Rotterdam -> Dubai,2024,Q1,2,Feb,Sunday,2,Medium,Excellent,Medium,Heavy,Long-Haul,0.93,0.74,79.6,Major Delay,No,261431.68,19.59,745.95,2338805.5,500,28.4,Low,No,49.4
SC-11045,2024-06-28,Antwerp,Hamburg,Sea,Perishables,9430.02,379.68,3.55,6.4,Rain,0.88,20.12,0,Antwerp -> Hamburg,2024,Q2,6,Jun,Friday,3,Medium,Excellent,High,Heavy,Long-Haul,21.79,-1.67,-7.7,On Time,Yes,12128.57,1.29,31.94,28643.1,8,47.2,Medium,No,62.9
SC-11046,2025-04-26,Shanghai,Busan,Road,Automotive,3877.91,53.79,1.33,9.2,Fog,0.693,5.18,0,Shanghai -> Busan,2025,Q2,4,Apr,Saturday,2,High,Good,Low,Light,Medium-Haul,9.3,-4.12,-44.3,On Time,Yes,2836.03,0.73,52.72,12932.8,62,58.0,Medium,No,64.4
SC-11047,2025-06-15,Dubai,Rotterdam,Air,Perishables,853.81,253.56,2.48,1.5,Fog,0.877,0.5,0,Dubai -> Rotterdam,2025,Q2,6,Jun,Sunday,2,Low,Excellent,Medium,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,12158.19,14.24,47.95,108246.0,500,21.7,Low,No,64.5
SC-11048,2025-10-29,Busan,Shanghai,Road,Textiles,13116.43,407.5,2.54,5.7,Fog,0.978,14.19,0,Busan -> Shanghai,2025,Q4,10,Oct,Wednesday,2,Medium,Excellent,Medium,Heavy,Long-Haul,9.3,4.89,52.6,Major Delay,No,80430.74,6.13,197.38,331386.6,62,35.5,Medium,No,68.1
SC-11049,2025-03-28,Antwerp,Rotterdam,Rail,Perishables,808.41,468.15,1.75,7.6,Rain,0.512,1.32,0,Antwerp -> Rotterdam,2025,Q1,3,Mar,Friday,3,High,Poor,Low,Heavy,Short-Haul,11.54,-10.22,-88.6,On Time,Yes,2668.12,3.3,5.7,8326.1,22,63.0,High,No,55.7
SC-11050,2024-10-11,Shanghai,Los Angeles,Sea,Textiles,13183.17,257.25,1.28,7.6,Hurricane,0.769,202.42,1,Shanghai -> Los Angeles,2024,Q4,10,Oct,Friday,5,High,Good,Low,Medium,Long-Haul,21.79,180.63,829.0,Major Delay,No,9563.66,0.73,37.18,27131.0,8,67.3,High,No,62.0
SC-11051,2024-07-04,Rotterdam,Dubai,Sea,Perishables,8169.59,475.19,1.64,5.3,Rain,0.609,17.42,0,Rotterdam -> Dubai,2024,Q3,7,Jul,Thursday,3,Medium,Poor,Low,Heavy,Medium-Haul,21.79,-4.37,-20.1,On Time,Yes,11296.93,1.38,23.77,31056.9,8,50.9,Medium,Yes,49.4
SC-11052,2025-08-22,Rotterdam,Antwerp,Air,Pharmaceuticals,14116.48,268.31,3.36,6.2,Storm,0.779,2.8,1,Rotterdam -> Antwerp,2025,Q3,8,Aug,Friday,4,Medium,Good,Medium,Medium,Long-Haul,0.93,1.87,201.1,Major Delay,No,227710.08,16.13,848.68,1893796.4,500,55.4,Medium,No,59.0
SC-11053,2025-03-22,Antwerp,Busan,Rail,Pharmaceuticals,12082.36,197.7,3.85,7.6,Clear,0.733,10.94,0,Antwerp -> Busan,2025,Q1,3,Mar,Saturday,1,High,Good,High,Medium,Long-Haul,11.54,-0.6,-5.2,On Time,Yes,19849.95,1.64,100.4,52551.0,22,44.4,Medium,No,58.4
SC-11054,2025-10-12,Dubai,Los Angeles,Sea,Perishables,14970.04,424.25,4.46,8.4,Hurricane,0.788,235.7,1,Dubai -> Los Angeles,2025,Q4,10,Oct,Sunday,5,High,Good,High,Heavy,Long-Haul,21.79,213.91,981.7,Major Delay,No,22959.01,1.53,54.12,50808.3,8,70.0,High,No,58.2
SC-11055,2025-05-18,Rotterdam,Antwerp,Road,Perishables,5585.32,247.0,2.34,7.6,Fog,0.775,6.4,1,Rotterdam -> Antwerp,2025,Q2,5,May,Sunday,2,High,Good,Medium,Medium,Medium-Haul,9.3,-2.9,-31.2,On Time,Yes,20428.73,3.66,82.71,85533.6,62,49.2,Medium,No,59.0
SC-11056,2024-04-03,Busan,Los Angeles,Rail,Electronics,11624.23,236.48,3.18,3.5,Hurricane,0.98,75.89,1,Busan -> Los Angeles,2024,Q2,4,Apr,Wednesday,5,Medium,Excellent,Medium,Medium,Long-Haul,11.54,64.35,557.6,Major Delay,No,21738.28,1.87,91.92,60475.8,22,44.6,Medium,No,48.3
SC-11057,2025-04-26,Dubai,Shanghai,Rail,Electronics,6328.0,245.67,4.29,10.0,Rain,0.776,8.44,0,Dubai -> Shanghai,2025,Q2,4,Apr,Saturday,3,High,Good,High,Medium,Medium-Haul,11.54,-3.1,-26.9,On Time,Yes,13329.14,2.11,54.26,34201.2,22,64.7,High,No,56.8
SC-11058,2024-12-22,Dubai,Hamburg,Road,Textiles,7458.2,423.55,1.75,4.3,Storm,0.923,16.74,1,Dubai -> Hamburg,2024,Q4,12,Dec,Sunday,4,Medium,Excellent,Low,Heavy,Medium-Haul,9.3,7.44,80.0,Major Delay,No,44540.78,5.97,105.16,195853.1,62,43.5,Medium,No,61.5
SC-11059,2025-02-22,Dubai,Antwerp,Air,Textiles,9598.83,416.14,3.57,0.2,Storm,0.66,0.69,1,Dubai -> Antwerp,2025,Q1,2,Feb,Saturday,4,Low,Good,High,Heavy,Long-Haul,0.93,-0.24,-25.8,On Time,Yes,243921.52,25.41,586.15,1997228.6,500,35.0,Medium,No,61.8
SC-11060,2024-12-07,Dubai,Rotterdam,Sea,Automotive,13168.32,202.36,3.69,3.6,Rain,0.719,25.58,1,Dubai -> Rotterdam,2024,Q4,12,Dec,Saturday,3,Medium,Good,High,Medium,Long-Haul,21.79,3.79,17.4,Minor Delay,No,9120.08,0.69,45.07,21317.9,8,40.8,Medium,Yes,64.5
SC-11061,2024-11-24,Antwerp,Hamburg,Sea,Automotive,14769.21,167.32,1.49,1.3,Clear,0.735,21.46,1,Antwerp -> Hamburg,2024,Q4,11,Nov,Sunday,1,Low,Good,Low,Medium,Long-Haul,21.79,-0.33,-1.5,On Time,Yes,7098.48,0.48,42.42,19769.5,8,19.2,Low,No,62.9
SC-11062,2025-11-17,Antwerp,Shanghai,Sea,Perishables,11639.96,246.47,4.04,1.2,Rain,0.639,19.31,0,Antwerp -> Shanghai,2025,Q4,11,Nov,Monday,3,Low,Poor,High,Medium,Long-Haul,21.79,-2.48,-11.4,On Time,Yes,10069.84,0.87,40.86,22951.2,8,33.6,Medium,Yes,66.2
SC-11063,2024-04-17,Dubai,Rotterdam,Rail,Automotive,6557.62,286.81,3.88,2.8,Hurricane,0.69,41.84,1,Dubai -> Rotterdam,2024,Q2,4,Apr,Wednesday,5,Low,Good,High,Medium,Medium-Haul,11.54,30.3,262.6,Major Delay,No,15663.23,2.39,54.61,41377.4,22,50.5,Medium,No,64.5
SC-11064,2024-06-13,Los Angeles,Busan,Air,Electronics,6609.68,119.93,1.31,0.5,Clear,0.799,0.5,0,Los Angeles -> Busan,2024,Q2,6,Jun,Thursday,1,Low,Good,Low,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,40344.41,6.1,336.4,396349.5,500,14.0,Low,No,62.1
SC-11065,2024-12-03,Los Angeles,Shanghai,Air,Textiles,11194.94,397.18,1.5,6.9,Storm,0.79,2.29,1,Los Angeles -> Shanghai,2024,Q4,12,Dec,Tuesday,4,High,Good,Low,Heavy,Long-Haul,0.93,1.36,146.2,Major Delay,No,230101.52,20.55,579.34,2223203.1,500,57.9,Medium,No,61.6
SC-11066,2025-02-25,Antwerp,Shanghai,Air,Pharmaceuticals,3962.27,243.75,1.36,0.7,Fog,0.818,0.99,1,Antwerp -> Shanghai,2025,Q1,2,Feb,Tuesday,2,Low,Good,Low,Medium,Medium-Haul,0.93,0.06,6.5,On Time,Yes,49371.87,12.46,202.55,482901.7,500,20.3,Low,No,66.2
SC-11067,2025-12-11,Hamburg,Los Angeles,Air,Perishables,2101.87,167.69,2.3,2.0,Storm,0.676,0.5,1,Hamburg -> Los Angeles,2025,Q4,12,Dec,Thursday,4,Low,Good,Low,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,19508.8,9.28,116.34,176231.3,500,41.7,Medium,No,67.1
SC-11068,2025-05-22,Dubai,Singapore,Sea,Textiles,5642.02,54.3,2.88,0.9,Clear,0.658,7.98,0,Dubai -> Singapore,2025,Q2,5,May,Thursday,1,Low,Good,Medium,Light,Medium-Haul,21.79,-13.81,-63.4,On Time,Yes,986.48,0.17,18.17,2450.9,8,19.9,Low,No,65.4
SC-11069,2024-10-22,Busan,Marseille,Air,Electronics,4664.97,120.18,2.96,0.6,Rain,0.806,0.59,0,Busan -> Marseille,2024,Q4,10,Oct,Tuesday,3,Low,Good,Medium,Light,Medium-Haul,0.93,-0.34,-36.6,On Time,Yes,32696.3,7.01,272.06,280318.0,500,26.2,Low,No,67.7
SC-11070,2025-11-09,Busan,Rotterdam,Air,Textiles,4796.47,474.69,2.08,2.7,Rain,0.566,0.87,1,Busan -> Rotterdam,2025,Q4,11,Nov,Sunday,3,Low,Poor,Low,Heavy,Medium-Haul,0.93,-0.06,-6.5,On Time,Yes,123768.82,25.8,260.74,1138418.2,500,41.8,Medium,No,58.7
SC-11071,2025-02-14,Antwerp,Hamburg,Air,Electronics,3887.31,153.24,4.21,5.7,Rain,0.627,0.5,1,Antwerp -> Hamburg,2025,Q1,2,Feb,Friday,3,Medium,Poor,High,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,38091.49,9.8,248.57,297845.7,500,52.0,Medium,No,62.9
SC-11072,2025-07-17,Singapore,Marseille,Air,Textiles,1110.35,85.26,2.42,9.6,Storm,0.521,0.6,1,Singapore -> Marseille,2025,Q3,7,Jul,Thursday,4,High,Poor,Medium,Light,Short-Haul,0.93,-0.33,-35.5,On Time,Yes,5291.02,4.77,62.06,47334.2,500,76.8,High,No,55.2
SC-11073,2024-02-07,Singapore,Busan,Air,Electronics,759.17,230.88,1.35,8.8,Fog,0.536,0.5,1,Singapore -> Busan,2024,Q1,2,Feb,Wednesday,2,High,Poor,Low,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,8952.28,11.79,38.77,87638.6,500,61.1,High,No,58.3
SC-11074,2025-04-10,Hamburg,Busan,Rail,Perishables,14821.97,154.24,2.19,8.8,Fog,0.622,22.16,1,Hamburg -> Busan,2025,Q2,4,Apr,Thursday,2,High,Poor,Low,Light,Long-Haul,11.54,10.62,92.0,Major Delay,No,16720.83,1.13,108.41,50295.1,22,58.5,Medium,No,63.9
SC-11075,2024-03-31,Singapore,Dubai,Road,Automotive,6702.71,18.54,2.95,1.8,Hurricane,0.51,34.78,1,Singapore -> Dubai,2024,Q1,3,Mar,Sunday,5,Low,Poor,Medium,Light,Medium-Haul,9.3,25.48,274.0,Major Delay,No,1931.13,0.29,104.16,7704.6,62,51.9,Medium,No,63.7
SC-11076,2024-11-18,Rotterdam,Hamburg,Sea,Textiles,6072.74,162.25,2.55,2.6,Clear,0.623,9.17,0,Rotterdam -> Hamburg,2024,Q4,11,Nov,Monday,1,Low,Poor,Medium,Light,Medium-Haul,21.79,-12.62,-57.9,On Time,Yes,3091.39,0.51,19.05,7882.4,8,27.7,Low,No,55.8
SC-11077,2024-09-15,Hamburg,Shanghai,Road,Textiles,10354.89,272.51,2.1,0.8,Storm,0.827,18.91,0,Hamburg -> Shanghai,2024,Q3,9,Sep,Sunday,4,Low,Good,Low,Medium,Long-Haul,9.3,9.61,103.3,Major Delay,No,40972.7,3.96,150.35,174952.3,62,32.4,Low,No,63.6
SC-11078,2024-11-27,Singapore,Shanghai,Air,Pharmaceuticals,3664.68,276.3,1.63,7.8,Storm,0.531,1.48,1,Singapore -> Shanghai,2024,Q4,11,Nov,Wednesday,4,High,Poor,Low,Medium,Medium-Haul,0.93,0.55,59.1,Major Delay,No,52991.86,14.46,191.79,506275.5,500,69.3,High,No,60.2
SC-11079,2024-04-28,Hamburg,Dubai,Air,Electronics,14274.44,178.92,3.9,0.7,Fog,0.718,2.16,0,Hamburg -> Dubai,2024,Q2,4,Apr,Sunday,2,Low,Good,High,Medium,Long-Haul,0.93,1.23,132.3,Major Delay,No,159751.62,11.19,892.87,1276991.4,500,23.3,Low,No,57.6
SC-11080,2025-02-17,Los Angeles,Antwerp,Sea,Perishables,11902.0,224.2,4.49,5.6,Hurricane,0.957,169.85,1,Los Angeles -> Antwerp,2025,Q1,2,Feb,Monday,5,Medium,Excellent,High,Medium,Long-Haul,21.79,148.06,679.5,Major Delay,No,9666.38,0.81,43.11,21347.4,8,53.7,Medium,Yes,58.8
SC-11081,2025-06-10,Los Angeles,Marseille,Sea,Automotive,1796.46,482.79,2.29,2.5,Fog,0.896,3.54,1,Los Angeles -> Marseille,2025,Q2,6,Jun,Tuesday,2,Low,Excellent,Low,Heavy,Short-Haul,21.79,-18.25,-83.8,On Time,Yes,2664.82,1.48,5.52,6938.5,8,25.1,Low,Yes,54.2
SC-11082,2024-01-02,Dubai,Rotterdam,Air,Electronics,6554.92,189.3,2.46,2.4,Rain,0.653,0.5,1,Dubai -> Rotterdam,2024,Q1,1,Jan,Tuesday,3,Low,Good,Medium,Medium,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,69574.26,10.61,367.53,620423.2,500,38.0,Medium,No,64.5
SC-11083,2025-11-04,Singapore,Antwerp,Rail,Electronics,13247.22,129.86,3.24,9.9,Storm,0.962,40.67,1,Singapore -> Antwerp,2025,Q4,11,Nov,Tuesday,4,High,Excellent,Medium,Light,Long-Haul,11.54,29.13,252.4,Major Delay,No,13665.94,1.03,105.24,37846.2,22,64.7,High,No,68.1
SC-11084,2025-07-09,Hamburg,Antwerp,Rail,Perishables,14198.61,122.49,3.57,7.6,Clear,0.665,13.66,0,Hamburg -> Antwerp,2025,Q3,7,Jul,Wednesday,1,High,Good,High,Light,Long-Haul,11.54,2.12,18.4,Minor Delay,No,14160.47,1.0,115.61,38262.1,22,46.4,Medium,No,62.0
SC-11085,2025-04-18,Rotterdam,Dubai,Road,Textiles,7277.32,229.42,2.49,8.4,Hurricane,0.536,47.75,1,Rotterdam -> Dubai,2025,Q2,4,Apr,Friday,5,High,Poor,Medium,Medium,Medium-Haul,9.3,38.45,413.4,Major Delay,No,25023.41,3.44,109.07,103512.9,62,77.5,High,No,49.4
SC-11086,2025-02-27,Shanghai,Singapore,Air,Textiles,9394.47,380.0,4.19,5.7,Storm,0.997,1.59,1,Shanghai -> Singapore,2025,Q1,2,Feb,Thursday,4,Medium,Excellent,High,Heavy,Long-Haul,0.93,0.66,71.0,Major Delay,No,227955.88,24.26,599.88,1784949.3,500,46.9,Medium,No,67.7
SC-11087,2024-02-25,Singapore,Busan,Sea,Pharmaceuticals,2921.99,103.79,3.05,8.7,Clear,0.935,6.53,0,Singapore -> Busan,2024,Q1,2,Feb,Sunday,1,High,Excellent,Medium,Light,Short-Haul,21.79,-15.26,-70.0,On Time,Yes,989.43,0.34,9.53,2426.2,8,42.7,Medium,No,58.3
SC-11088,2024-07-11,Busan,Hamburg,Air,Perishables,14871.95,354.94,2.69,6.5,Fog,0.733,2.03,0,Busan -> Hamburg,2024,Q3,7,Jul,Thursday,2,Medium,Good,Medium,Heavy,Long-Haul,0.93,1.1,118.3,Major Delay,No,301437.3,20.27,849.26,2639325.0,500,46.0,Medium,No,65.0
SC-11089,2025-06-14,Dubai,Marseille,Road,Textiles,3859.24,11.55,3.33,9.5,Clear,0.833,3.13,1,Dubai -> Marseille,2025,Q2,6,Jun,Saturday,1,High,Good,Medium,Light,Medium-Haul,9.3,-6.17,-66.3,On Time,Yes,713.01,0.18,61.73,2763.6,62,49.0,Medium,No,59.5
SC-11090,2025-01-05,Rotterdam,Shanghai,Road,Pharmaceuticals,14169.61,210.05,4.34,2.8,Rain,0.836,11.33,1,Rotterdam -> Shanghai,2025,Q1,1,Jan,Sunday,3,Low,Good,High,Medium,Long-Haul,9.3,2.03,21.8,Minor Delay,No,51216.63,3.61,243.83,184532.2,62,34.1,Medium,No,55.7
SC-11091,2025-09-29,Rotterdam,Singapore,Sea,Pharmaceuticals,9919.88,388.16,3.82,6.0,Rain,0.597,21.74,0,Rotterdam -> Singapore,2025,Q3,9,Sep,Monday,3,Medium,Poor,High,Heavy,Long-Haul,21.79,-0.05,-0.2,On Time,Yes,13303.48,1.34,34.27,30804.0,8,54.1,Medium,Yes,60.5
SC-11092,2025-05-25,Hamburg,Antwerp,Air,Automotive,9312.18,170.03,1.33,6.9,Hurricane,0.6,5.69,1,Hamburg -> Antwerp,2025,Q2,5,May,Sunday,5,High,Poor,Low,Medium,Long-Haul,0.93,4.76,511.8,Major Delay,No,80727.1,8.67,474.78,791675.0,500,69.6,High,No,62.0
SC-11093,2025-10-02,Dubai,Antwerp,Rail,Pharmaceuticals,7933.98,282.3,2.3,3.9,Hurricane,0.735,52.47,1,Dubai -> Antwerp,2025,Q4,10,Oct,Thursday,5,Medium,Good,Low,Medium,Medium-Haul,11.54,40.93,354.7,Major Delay,No,16529.45,2.08,58.55,49274.8,22,53.6,Medium,No,61.8
SC-11094,2025-03-28,Los Angeles,Marseille,Sea,Automotive,3844.71,103.28,2.75,8.8,Rain,0.956,9.11,0,Los Angeles -> Marseille,2025,Q1,3,Mar,Friday,3,High,Excellent,Medium,Light,Medium-Haul,21.79,-12.68,-58.2,On Time,Yes,1265.7,0.33,12.26,3176.7,8,54.5,Medium,Yes,54.2
SC-11095,2024-02-22,Los Angeles,Hamburg,Air,Textiles,3059.66,371.26,2.24,9.8,Clear,0.505,0.5,0,Los Angeles -> Hamburg,2024,Q1,2,Feb,Thursday,1,High,Poor,Low,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,62566.99,20.45,168.53,567964.7,500,60.0,High,No,52.5
SC-11096,2024-07-27,Hamburg,Los Angeles,Road,Automotive,3697.05,27.09,3.51,4.9,Storm,0.891,7.57,1,Hamburg -> Los Angeles,2024,Q3,7,Jul,Saturday,4,Medium,Excellent,High,Light,Medium-Haul,9.3,-1.73,-18.6,On Time,Yes,1623.68,0.44,59.94,6209.5,62,46.9,Medium,No,67.1
SC-11097,2024-09-30,Hamburg,Antwerp,Sea,Textiles,3203.35,426.42,3.93,3.9,Fog,0.529,7.87,1,Hamburg -> Antwerp,2024,Q3,9,Sep,Monday,2,Medium,Poor,High,Heavy,Medium-Haul,21.79,-13.92,-63.9,On Time,Yes,4757.0,1.49,11.16,10927.8,8,41.7,Medium,No,62.0
SC-11098,2025-07-16,Shanghai,Rotterdam,Sea,Perishables,11803.97,99.9,3.61,4.7,Hurricane,0.739,161.96,1,Shanghai -> Rotterdam,2025,Q3,7,Jul,Wednesday,5,Medium,Good,High,Light,Long-Haul,21.79,140.17,643.3,Major Delay,No,4012.28,0.34,40.16,9433.7,8,56.6,Medium,Yes,58.0
SC-11099,2024-05-14,Antwerp,Hamburg,Air,Automotive,5576.82,437.32,4.46,8.5,Rain,0.819,0.5,1,Antwerp -> Hamburg,2024,Q2,5,May,Tuesday,3,High,Good,High,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,158696.29,28.46,362.88,1219427.5,500,57.4,Medium,No,62.9
SC-11100,2024-10-21,Los Angeles,Busan,Air,Perishables,1338.72,176.91,2.1,6.5,Rain,0.843,0.5,1,Los Angeles -> Busan,2024,Q4,10,Oct,Monday,3,Medium,Good,Low,Medium,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,12895.55,9.63,72.89,118416.5,500,48.7,Medium,No,62.1
SC-11101,2025-03-24,Shanghai,Antwerp,Sea,Electronics,14551.99,361.62,4.09,0.4,Rain,0.529,25.04,0,Shanghai -> Antwerp,2025,Q1,3,Mar,Monday,3,Low,Poor,High,Heavy,Long-Haul,21.79,3.25,14.9,Minor Delay,No,18536.42,1.27,51.26,42098.3,8,33.7,Low,Yes,61.0
SC-11102,2025-12-16,Dubai,Shanghai,Air,Textiles,13314.9,160.29,3.73,5.4,Fog,0.709,1.67,1,Dubai -> Shanghai,2025,Q4,12,Dec,Tuesday,2,Medium,Good,High,Light,Long-Haul,0.93,0.74,79.6,Major Delay,No,131864.35,9.9,822.66,1067122.7,500,42.3,Medium,No,56.8
SC-11103,2025-05-11,Busan,Singapore,Road,Pharmaceuticals,13952.41,453.05,2.4,0.2,Rain,0.792,9.67,0,Busan -> Singapore,2025,Q2,5,May,Sunday,3,Low,Good,Medium,Heavy,Long-Haul,9.3,0.37,4.0,On Time,Yes,94058.55,6.74,207.61,391910.6,62,25.0,Medium,No,58.4
SC-11104,2024-05-04,Rotterdam,Los Angeles,Sea,Electronics,14926.16,64.19,3.62,7.8,Clear,0.533,27.81,1,Rotterdam -> Los Angeles,2024,Q2,5,May,Saturday,1,High,Poor,High,Light,Long-Haul,21.79,6.02,27.6,Minor Delay,No,3262.37,0.22,50.82,7664.9,8,51.2,Medium,Yes,60.0
SC-11105,2024-01-30,Busan,Shanghai,Road,Pharmaceuticals,3021.48,90.08,1.54,3.3,Hurricane,0.568,16.98,1,Busan -> Shanghai,2024,Q1,1,Jan,Tuesday,5,Low,Poor,Low,Light,Medium-Haul,9.3,7.68,82.6,Major Delay,No,3769.08,1.25,41.84,16874.8,62,56.2,Medium,No,68.1
SC-11106,2025-10-07,Shanghai,Los Angeles,Air,Textiles,6245.51,247.02,3.8,4.7,Storm,0.832,0.87,0,Shanghai -> Los Angeles,2025,Q4,10,Oct,Tuesday,4,Medium,Good,High,Medium,Medium-Haul,0.93,-0.06,-6.5,On Time,Yes,95805.76,15.34,387.85,771382.9,500,47.8,Medium,No,62.0
SC-11107,2025-09-15,Hamburg,Shanghai,Air,Textiles,11494.46,41.89,2.96,8.0,Storm,0.761,2.07,1,Hamburg -> Shanghai,2025,Q3,9,Sep,Monday,4,High,Good,Medium,Light,Long-Haul,0.93,1.14,122.6,Major Delay,No,28081.25,2.44,670.36,240751.5,500,63.2,High,No,63.6
SC-11108,2024-09-02,Singapore,Marseille,Rail,Perishables,10592.3,98.79,2.16,0.5,Clear,0.581,6.9,0,Singapore -> Marseille,2024,Q3,9,Sep,Monday,1,Low,Poor,Low,Light,Long-Haul,11.54,-4.64,-40.2,On Time,Yes,7634.63,0.72,77.28,23021.1,22,20.6,Low,No,55.2
SC-11109,2025-12-27,Antwerp,Singapore,Rail,Automotive,2731.49,471.94,3.36,1.6,Fog,0.768,2.93,0,Antwerp -> Singapore,2025,Q4,12,Dec,Saturday,2,Low,Good,Medium,Heavy,Short-Haul,11.54,-8.61,-74.6,On Time,Yes,10333.42,3.78,21.9,28360.2,22,25.4,Low,No,64.6
SC-11110,2024-06-11,Shanghai,Hamburg,Road,Automotive,12329.58,488.27,3.32,4.0,Fog,0.956,13.99,1,Shanghai -> Hamburg,2024,Q2,6,Jun,Tuesday,2,Medium,Excellent,Medium,Heavy,Long-Haul,9.3,4.69,50.4,Major Delay,No,96226.3,7.8,197.08,373250.2,62,29.3,Low,No,63.2
